,userId,movieId,rating
94,1007712,386667,0.25
95,1007712,479802,0.25
96,1007712,496172,0.25
97,1007712,1933448,0.25
98,1007774,1071730,1.5
99,1007774,304433,3.0
100,1007868,1985710,1.5
101,1007868,1113094,0.5
102,1008229,563159,0.3333333333333333
103,1008229,1909832,3.0
104,1008229,64503,0.3333333333333333
105,1008460,59147,0.5
106,1008460,205661,0.5
107,1008630,1927198,0.5
108,1008630,1030416,1.0
109,1009479,712091,0.3333333333333333
110,1009479,538483,0.3333333333333333
111,1009479,195993,0.3333333333333333
112,1009570,1548344,6.0
113,1009570,1536375,0.5
114,1009658,1554533,0.5
115,1009658,1649811,2.5
116,1009994,1892716,0.5
117,1009994,1564910,0.5
118,101016,912342,2.5
119,101016,370542,3.0
120,1010278,824580,2.5
121,1010278,1000516,0.5
122,1010532,1113769,5.0
123,1010532,1947522,1.0
124,1010532,1537615,0.3333333333333333
125,1011059,1634604,0.5
126,1011059,1967429,1.0
127,1011133,954417,0.5
128,1011133,1030380,0.75
129,1011133,1217446,0.5
130,1011133,1702563,0.5
131,1011768,656965,0.5
132,1011768,1606040,0.125
133,1011768,430854,0.125
134,1011768,1004985,0.625
135,1011768,1176888,0.5
136,1011768,377537,0.125
137,1011768,1216017,0.375
138,1011768,1397810,0.125
139,1011915,1582781,0.3333333333333333
140,1011915,432009,0.3333333333333333
141,1011915,1930582,1.0
142,101215,1083140,0.6666666666666666
143,101215,293196,0.3333333333333333
144,101215,32556,0.3333333333333333
145,1012832,1587315,0.2
146,1012832,1908665,0.2
147,1012832,819365,0.2
148,1012832,630526,0.2
149,1012832,1969956,0.2
150,1013022,1036282,0.5
151,1013022,1087367,0.5
152,1013132,282063,0.5
153,1013132,1797743,0.5
154,1013230,1708738,0.3333333333333333
155,1013230,641264,0.6666666666666666
156,1013230,95102,8.333333333333334
157,1013527,479458,0.5
158,1013527,515759,0.5
159,101360,1853303,0.6666666666666666
160,101360,447870,0.6666666666666666
161,101360,1511897,0.3333333333333333
162,1013628,388742,1.6666666666666667
163,1013628,2019141,0.3333333333333333
164,1013628,234266,0.3333333333333333
165,1014102,1117791,0.3333333333333333
166,1014102,1706525,0.3333333333333333
167,1014102,1349763,0.6666666666666666
168,1014437,613799,0.6
169,1014437,1092710,0.2
170,1014437,1723083,0.2
171,1014437,963191,0.2
172,1014437,471344,1.6
173,1014986,796420,0.5
174,1014986,552842,0.5
175,1015083,372697,0.5
176,1015083,1713385,1.0
177,1015100,1920079,0.5
178,1015100,2023566,0.5
179,10152,726872,0.6666666666666666
180,10152,1048652,0.3333333333333333
181,10152,461951,0.6666666666666666
182,1015404,691860,0.25
183,1015404,658082,0.25
184,1015404,1559436,0.25
185,1015404,806944,0.25
186,1015842,1521508,0.5
187,1015842,217521,0.5
188,1015920,1603954,0.2
189,1015920,1559436,2.6
190,1015920,1132856,0.4
191,1015920,1808208,0.4
192,1015920,1239145,0.6
193,1016146,1681026,0.2
194,1016146,1991624,0.2
195,1016146,445176,3.2
196,1016146,197397,1.2
197,1016146,2044739,1.2
198,1016498,679428,0.2
199,1016498,812131,0.2
200,1016498,271215,0.2
201,1016498,1851008,0.2
202,1016498,276704,0.2
203,1016606,422285,0.4
204,1016606,954161,2.4
205,1016606,794492,0.2
206,1016606,951465,0.4
207,1016606,1784135,0.2
208,101688,1211936,0.6666666666666666
209,101688,848038,0.6666666666666666
210,101688,1934429,0.6666666666666666
211,1017486,298972,0.5
212,1017486,146639,0.5
213,1017578,529892,0.5
214,1017578,1559436,0.5
215,1017608,1500162,1.5
216,1017608,1042241,0.5
217,1017840,515500,0.3333333333333333
218,1017840,1938958,0.3333333333333333
219,1017840,514992,0.6666666666666666
220,1018157,1150214,0.5
221,1018157,346113,0.5
222,1018297,1738504,0.3333333333333333
223,1018297,239028,0.16666666666666666
224,1018297,1744623,0.16666666666666666
225,1018297,1333916,0.16666666666666666
226,1018297,507729,0.3333333333333333
227,1018297,1995690,0.16666666666666666
228,1018506,1336948,0.8333333333333334
229,1018506,236912,0.16666666666666666
230,1018506,1427685,0.16666666666666666
231,1018506,204507,1.5
232,1018506,1359288,0.3333333333333333
233,1018506,55431,0.16666666666666666
234,1018651,601867,0.5
235,1018651,1850377,0.5
236,1018657,1781247,0.5
237,1018657,831101,0.5
238,1018673,231994,0.5
239,1018673,527349,0.5
240,1018743,1735471,0.2
241,1018743,205978,0.2
242,1018743,359182,0.4
243,1018743,1124499,0.2
244,1018743,2056321,0.2
245,1019255,20659,0.3333333333333333
246,1019255,1023860,0.3333333333333333
247,1019255,1345887,0.3333333333333333
248,1019808,268760,0.2
249,1019808,1772843,0.2
250,1019808,1742721,0.2
251,1019808,839820,0.2
252,1019808,1159027,0.2
253,1019841,183128,0.5
254,1019841,160008,0.5
255,1020012,1122075,1.0
256,1020012,456804,2.0
257,102016,1224184,1.0
258,102016,335733,1.5
259,1020305,2050746,1.0
260,1020305,290812,1.0
261,102056,876316,0.5
262,102056,239028,5.0
263,102056,1378740,0.6666666666666666
264,102056,470749,0.16666666666666666
265,102056,1441637,0.16666666666666666
266,102056,746093,0.16666666666666666
267,1021241,108306,0.1111111111111111
268,1021241,1983528,0.1111111111111111
269,1021241,183774,0.1111111111111111
270,1021241,1945146,0.1111111111111111
271,1021241,290834,0.1111111111111111
272,1021241,1911842,0.2222222222222222
273,1021241,1266745,0.1111111111111111
274,1021241,400901,0.1111111111111111
275,1021241,340667,0.2222222222222222
276,1021368,382260,0.3333333333333333
277,1021368,1957654,0.6666666666666666
278,1021368,1947837,0.6666666666666666
279,1022003,1822201,1.5
280,1022003,1354215,0.5
281,1022517,955612,0.25
282,1022517,218742,0.5
283,1022517,582280,0.25
284,1022517,1073049,0.25
285,1022743,673839,0.5
286,1022743,145953,1.0
287,1023013,724794,0.5
288,1023013,291943,4.0
289,1023680,798453,0.2
290,1023680,1160686,0.2
291,1023680,652213,0.2
292,1023680,715830,0.2
293,1023680,425453,0.2
294,1023860,1019255,0.3333333333333333
295,1023860,659027,0.3333333333333333
296,1023860,190867,0.3333333333333333
297,1024306,1618947,0.5
298,1024306,902252,0.5
299,1024338,337129,0.5
300,1024338,1420746,1.0
301,1025019,884167,0.5
302,1025019,1103964,1.5
303,1025135,1254327,0.5
304,1025135,1548233,1.0
305,1026,1392897,0.3333333333333333
306,1026,1166664,0.3333333333333333
307,1026,1200215,0.3333333333333333
308,1026232,1091055,1.0
309,1026232,462160,1.0
310,1026361,1075973,0.5
311,1026361,172843,0.5
312,1026551,1521858,0.5
313,1026551,1451914,0.5
314,1027023,929215,0.5
315,1027023,401708,0.5
316,102710,1789197,0.5
317,102710,305589,0.5
318,1027306,1067116,0.6666666666666666
319,1027306,855747,0.3333333333333333
320,1027306,2022444,0.6666666666666666
321,1027336,1335740,1.5
322,1027336,1194387,0.5
323,102740,335733,0.6666666666666666
324,102740,1958909,0.6666666666666666
325,102740,498030,0.3333333333333333
326,1027731,157824,1.0
327,1027731,1573282,1.5
328,1027909,824006,0.2222222222222222
329,1027909,1412664,0.1111111111111111
330,1027909,754353,0.1111111111111111
331,1027909,1897992,0.1111111111111111
332,1027909,251064,0.1111111111111111
333,1027909,835757,0.1111111111111111
334,1027909,1175965,0.2222222222222222
335,1027909,575437,0.1111111111111111
336,1027909,145266,0.1111111111111111
337,1028551,329311,0.5
338,1028551,1544076,0.5
339,1028647,1152220,1.0
340,1028647,1872380,0.5
341,1028762,461536,1.0
342,1028762,967403,1.0
343,1028943,1064952,0.25
344,1028943,1538892,0.25
345,1028943,254286,0.75
346,1028943,202888,0.5
347,1029505,1439336,0.5
348,1029505,999287,0.5
349,1029649,941781,1.5
350,1029649,1400857,1.0
351,1029691,675700,4.5
352,1029691,954417,0.5
353,1029824,1834130,1.5
354,1029824,1723417,0.5
355,1029893,2029250,2.0
356,1029893,462160,0.5
357,1029915,866254,0.5
358,1029915,436209,0.5
359,1030253,1691318,0.5
360,1030253,312685,1.0
361,1030272,563861,0.2
362,1030272,1503897,0.2
363,1030272,1368475,0.8
364,1030272,643994,0.4
365,1030272,438583,0.2
366,1030722,774453,0.5
367,1030722,1115231,0.5
368,1030847,1521523,0.6666666666666666
369,1030847,1531781,0.3333333333333333
370,1030847,383115,0.3333333333333333
371,1031016,304923,0.5
372,1031016,227768,0.5
373,1031879,1703280,0.5
374,1031879,732639,0.5
375,1032166,139425,0.3333333333333333
376,1032166,1068544,0.3333333333333333
377,1032166,1151510,0.6666666666666666
378,1032332,951120,0.5
379,1032332,1406241,0.5
380,1032409,1090592,0.5
381,1032409,239028,4.5
382,1032533,1868900,0.5
383,1032533,1201161,1.0
384,1032785,438492,1.8
385,1032785,1221928,0.2
386,1032785,1951287,0.2
387,1032785,1725371,0.4
388,1032785,1345854,0.2
389,103285,120403,0.125
390,103285,1082040,0.125
391,103285,251307,0.125
392,103285,1473885,0.125
393,103285,1811972,0.125
394,103285,1010038,0.125
395,103285,297172,0.125
396,103285,1854768,0.125
397,1033058,1103964,1.0
398,1033058,1891036,1.0
399,1033120,800852,0.5
400,1033120,94224,0.5
401,1033295,117097,0.3333333333333333
402,1033295,1146786,0.6666666666666666
403,1033295,1367958,0.3333333333333333
404,1033697,1400940,0.5
405,1033697,1608619,2.0
406,1034216,639708,0.5
407,1034216,1634022,0.5
408,1034561,906430,1.0
409,1034561,1424776,0.5
410,1034926,664093,0.6666666666666666
411,1034926,1293744,1.3333333333333333
412,1034926,1872380,1.3333333333333333
413,1035164,569485,0.5
414,1035164,1453313,3.5
415,1035611,1969848,0.5
416,1035611,1486822,2.0
417,103566,762983,0.5
418,103566,838962,0.5
419,1035764,493819,0.75
420,1035764,259418,0.25
421,1035764,143108,0.75
422,1035764,1961855,0.25
423,1036039,2019169,0.3333333333333333
424,1036039,1310823,0.3333333333333333
425,1036039,632672,0.3333333333333333
426,1036569,832604,0.5
427,1036569,69664,0.5
428,1036666,1505559,1.5
429,1036666,269275,2.0
430,103691,1497663,3.0
431,103691,462160,0.5
432,1037006,264325,0.5
433,1037006,458679,0.5
434,1037685,1594084,0.5
435,1037685,752078,0.5
436,1037685,1472801,0.25
437,1037685,25792,1.5
438,1038440,1993542,0.25
439,1038440,359214,0.5
440,1038440,1356721,0.25
441,1038440,1812495,0.25
442,1038454,818752,1.0
443,1038454,1621747,0.5
444,1038544,2001092,0.25
445,1038544,656391,0.5
446,1038544,1908246,0.25
447,1038544,1643318,0.25
448,1038582,692643,1.5
449,1038582,1100493,0.5
450,1038875,1071608,0.25
451,1038875,919012,0.25
452,1038875,242169,0.25
453,1038875,1393709,0.25
454,1038914,1314263,0.25
455,1038914,252429,0.25
456,1038914,1364091,4.5
457,1038914,1609563,0.25
458,1038957,1265023,5.8
459,1038957,1494460,0.6
460,1038957,298178,0.6
461,1038957,1774739,0.2
462,1038957,1553769,0.2
463,1039018,1967475,0.07692307692307693
464,1039018,1113556,0.07692307692307693
465,1039018,1057965,0.15384615384615385
466,1039018,1764941,0.07692307692307693
467,1039018,1366525,0.07692307692307693
468,1039018,1122617,0.15384615384615385
469,1039018,914011,0.07692307692307693
470,1039018,713755,0.07692307692307693
471,1039018,745577,0.07692307692307693
472,1039018,495074,0.5384615384615384
473,1039018,451477,0.07692307692307693
474,1039018,320699,0.23076923076923078
475,1039018,1751589,0.07692307692307693
476,1039051,1108228,0.5
477,1039051,932411,0.5
478,1039184,744213,0.5
479,1039184,1638551,1.0
480,1039363,1945975,1.0
481,1039363,1440033,0.5
482,1040162,1744432,0.3333333333333333
483,1040162,278950,0.6666666666666666
484,1040162,453696,0.3333333333333333
485,1041250,620441,0.3333333333333333
486,1041250,1194115,0.3333333333333333
487,1041250,1599607,0.3333333333333333
488,1041300,1646192,1.0
489,1041300,1965847,0.5
490,1041320,1976359,1.0
491,1041320,754046,0.5
492,1041391,1953959,0.2
493,1041391,225320,0.2
494,1041391,1619062,0.2
495,1041391,758598,0.2
496,1041391,654428,0.4
497,1042124,1754476,1.5
498,1042124,267301,0.5
499,1042318,1166052,0.3333333333333333
500,1042318,1877143,0.3333333333333333
501,1042318,604238,0.3333333333333333
502,1042348,1486000,0.3333333333333333
503,1042348,9802,0.3333333333333333
504,1042348,42232,1.3333333333333333
505,1042576,843994,0.5
506,1042576,966058,0.5
507,1042727,153766,0.5
508,1042727,1829124,0.5
509,1042791,1779685,0.6666666666666666
510,1042791,1213014,0.6666666666666666
511,1042791,1269616,0.3333333333333333
512,1042900,1484799,1.0
513,1042900,858196,0.8
514,1042900,1747374,0.2
515,1042900,1661379,0.2
516,1042900,1840526,0.2
517,1043041,1447420,0.5
518,1043041,673792,0.5
519,104311,234940,0.25
520,104311,2035566,0.75
521,104311,483629,0.25
522,104311,700876,0.25
523,104319,519417,0.42857142857142855
524,104319,795229,0.2857142857142857
525,104319,483217,0.14285714285714285
526,104319,504538,0.14285714285714285
527,104319,1899603,0.14285714285714285
528,104319,1068457,0.14285714285714285
529,104319,997525,0.2857142857142857
530,1043374,1448454,0.3333333333333333
531,1043374,1929486,0.3333333333333333
532,1043374,1943985,0.3333333333333333
533,1043377,128743,0.5
534,1043377,274177,0.5
535,1043639,1640530,0.5
536,1043639,154018,0.5
537,1043654,272993,0.25
538,1043654,923836,0.25
539,1043654,804734,0.25
540,1043654,1496448,0.25
541,1043920,1444399,0.5
542,1043920,2027845,2.5
543,1044138,1981692,0.25
544,1044138,1369473,1.75
545,1044138,1723467,0.5
546,1044138,51425,0.5
547,1044785,1872385,0.3333333333333333
548,1044785,875220,0.3333333333333333
549,1044785,493260,0.3333333333333333
550,1044956,597886,0.3333333333333333
551,1044956,936799,0.3333333333333333
552,1044956,9437,0.3333333333333333
553,10450,1154290,0.5
554,10450,338683,0.5
555,1045071,143275,0.5
556,1045071,1207025,1.0
557,1045236,110641,0.5
558,1045236,1088366,1.5
559,1045671,1695603,0.5
560,1045671,2011649,1.5
561,1045738,590666,0.5
562,1045738,1839700,1.0
563,1045995,740025,0.375
564,1045995,2004927,0.125
565,1045995,678577,0.125
566,1045995,1868969,0.125
567,1045995,1407302,0.125
568,1045995,1076239,0.25
569,1045995,1344703,0.125
570,1045995,1057212,0.125
571,1046626,947896,0.5
572,1046626,358077,0.5
573,1046900,1422581,1.0
574,1046900,214997,0.3333333333333333
575,1046900,1038389,2.3333333333333335
576,1047059,551817,0.3333333333333333
577,1047059,510163,0.3333333333333333
578,1047059,1076861,0.3333333333333333
579,1047096,935366,1.0
580,1047096,319791,0.6666666666666666
581,1047096,1924594,0.6666666666666666
582,1047820,807085,0.3333333333333333
583,1047820,991190,0.3333333333333333
584,1047820,182436,0.3333333333333333
585,1048093,734363,0.5
586,1048093,82386,0.5
587,1048291,681365,1.0
588,1048291,1247766,0.5
589,1048376,1939622,0.3333333333333333
590,1048376,1827280,2.0
591,1048376,824684,1.6666666666666667
592,1048756,73924,0.14285714285714285
593,1048756,1644428,0.2857142857142857
594,1048756,192097,0.42857142857142855
595,1048756,756311,0.14285714285714285
596,1048756,480173,0.14285714285714285
597,1048756,1311357,0.14285714285714285
598,1048756,1319216,0.5714285714285714
599,104893,1598782,0.5
600,104893,217853,0.5
601,1049140,1742650,0.3333333333333333
602,1049140,822338,2.0
603,1049140,90055,0.3333333333333333
604,1050254,460909,0.3333333333333333
605,1050254,806385,0.3333333333333333
606,1050254,352244,0.6666666666666666
607,1050300,1124535,0.2
608,1050300,888390,0.2
609,1050300,1964601,0.2
610,1050300,734363,0.2
611,1050300,1536375,0.8
612,1050496,1715885,0.2
613,1050496,1819481,0.4
614,1050496,187419,0.2
615,1050496,224606,0.2
616,1050496,1719324,0.2
617,1050913,903433,0.5
618,1050913,311558,1.0
619,1050913,1832509,0.5
620,1050913,351176,1.0
621,1050955,1781330,0.3333333333333333
622,1050955,1539979,1.0
623,1050955,1471210,0.3333333333333333
624,1051014,955037,0.3333333333333333
625,1051014,1609844,0.3333333333333333
626,1051014,947618,0.3333333333333333
627,1051026,366363,0.25
628,1051026,1798896,0.25
629,1051026,1527491,0.25
630,1051026,1088167,0.25
631,1051339,856279,0.5
632,1051339,2010667,0.5
633,1052001,457721,0.5
634,1052001,132899,0.5
635,1052090,62893,0.3333333333333333
636,1052090,1670638,2.3333333333333335
637,1052090,438234,0.6666666666666666
638,1052100,1248685,0.6666666666666666
639,1052100,508735,0.6666666666666666
640,1052100,755897,0.3333333333333333
641,1052324,515497,0.5
642,1052324,770613,1.0
643,1052619,313507,0.5
644,1052619,309595,2.0
645,1052788,261725,0.1111111111111111
646,1052788,519078,0.1111111111111111
647,1052788,257626,0.1111111111111111
648,1052788,427487,0.1111111111111111
649,1052788,421644,0.1111111111111111
650,1052788,1178688,0.1111111111111111
651,1052788,1766225,0.3333333333333333
652,1052788,1136197,0.1111111111111111
653,1052788,832244,0.1111111111111111
654,1053072,385854,0.1
655,1053072,412846,0.8
656,1053072,1506977,0.2
657,1053072,1285118,0.1
658,1053072,1425819,0.2
659,1053072,1592795,1.2
660,1053072,1494460,0.2
661,1053072,1104672,0.2
662,1053072,1550087,0.6
663,1053072,1041549,0.5
664,1053416,350796,0.5
665,1053416,1221430,0.5
666,105388,1830047,0.5
667,105388,261881,0.5
668,1054063,1841046,0.25
669,1054063,779692,0.25
670,1054063,182436,0.5
671,1054063,1865568,0.5
672,1054396,116713,5.0
673,1054396,649176,0.5
674,1054448,1156873,2.0
675,1054448,1782609,0.5
676,1054474,2056910,0.5
677,1054474,869545,0.5
678,1054616,355121,1.0
679,1054616,1836752,0.5
680,105471,628844,0.5
681,105471,1919727,1.0
682,1054972,250887,0.25
683,1054972,1816094,0.25
684,1054972,1917013,0.25
685,1054972,721562,0.25
686,1054993,1934285,0.3333333333333333
687,1054993,796443,0.16666666666666666
688,1054993,1447420,1.6666666666666667
689,1054993,23867,0.5
690,1054993,1445347,0.16666666666666666
691,1054993,896940,0.16666666666666666
692,1055072,1624744,0.3333333333333333
693,1055072,1207815,0.3333333333333333
694,1055072,1188836,0.3333333333333333
695,105514,1557858,0.3333333333333333
696,105514,1182126,0.3333333333333333
697,105514,1092323,0.3333333333333333
698,1055716,1811145,1.0
699,1055716,1063627,1.0
700,1055723,662102,0.5
701,1055723,1289254,1.0
702,1056051,1844866,0.6666666666666666
703,1056051,965978,0.3333333333333333
704,1056051,1448758,1.6666666666666667
705,1056159,861459,0.5
706,1056159,353996,0.5
707,1056255,1511964,0.5
708,1056255,1696884,0.5
709,1056267,688146,0.3333333333333333
710,1056267,779427,0.3333333333333333
711,1056267,52910,0.3333333333333333
712,1056498,271286,1.5
713,1056498,387711,0.5
714,1056553,1984960,0.5
715,1056553,215628,0.5
716,1056707,1910691,1.0
717,1056707,496643,0.5
718,1057,1685297,1.0
719,1057,1364458,1.0
720,1057212,1918725,0.8333333333333334
721,1057212,603872,0.5
722,1057212,1355122,0.3333333333333333
723,1057212,1611214,0.3333333333333333
724,1057212,589535,0.16666666666666666
725,1057212,1045995,0.16666666666666666
726,1057234,742485,0.25
727,1057234,1683142,0.5
728,1057234,675021,0.5
729,1057234,1408840,0.25
730,1057547,967215,0.3333333333333333
731,1057547,395841,0.3333333333333333
732,1057547,31647,0.3333333333333333
733,1057579,1261697,1.0
734,1057579,2011564,0.5
735,1057965,1764941,0.5
736,1057965,1039018,1.0
737,1058187,150697,2.0
738,1058187,807350,0.5
739,1058398,29119,1.5
740,1058398,1580341,1.0
741,1058688,1678450,0.5
742,1058688,1818445,0.5
743,1059047,1547564,0.3333333333333333
744,1059047,1876626,0.3333333333333333
745,1059047,1262497,0.6666666666666666
746,1059059,675075,0.5
747,1059059,868656,1.5
748,1059383,474356,0.25
749,1059383,1651509,0.5
750,1059383,332133,0.5
751,1059383,1166052,0.25
752,1059528,347469,0.3333333333333333
753,1059528,470918,0.6666666666666666
754,1059528,1338485,4.0
755,1059641,1562505,0.3333333333333333
756,1059641,54869,0.3333333333333333
757,1059641,417053,3.0
758,1059677,1120671,0.3333333333333333
759,1059677,1989777,0.16666666666666666
760,1059677,323748,0.16666666666666666
761,1059677,1948101,0.8333333333333334
762,1059677,96264,0.3333333333333333
763,1059677,1751589,0.16666666666666666
764,1059854,787245,0.5
765,1059854,2002057,1.0
766,10599,823335,0.5
767,10599,490058,0.5
768,106005,1393963,1.5
769,106005,1656029,0.5
770,1060491,995800,0.6666666666666666
771,1060491,1309008,2.3333333333333335
772,1060491,948364,0.3333333333333333
773,1060650,1592779,0.3333333333333333
774,1060650,1727129,2.3333333333333335
775,1060650,362425,2.6666666666666665
776,1060706,1188355,0.3333333333333333
777,1060706,691873,0.6666666666666666
778,1060706,1388985,0.3333333333333333
779,1060830,1221572,0.2
780,1060830,1571,0.4
781,1060830,1791248,0.4
782,1060830,991190,0.4
783,1060830,1881216,0.2
784,1060838,1718184,0.5
785,1060838,1883825,0.5
786,1060852,719168,1.0
787,1060852,528514,0.5
788,1061887,1322213,1.5
789,1061887,1336728,0.5
790,1062075,509534,0.3333333333333333
791,1062075,1671502,0.3333333333333333
792,1062075,1006924,0.3333333333333333
793,106259,607811,0.5
794,106259,1766474,0.5
795,1062603,960079,0.5
796,1062603,842239,0.5
797,1063196,1078354,0.5
798,1063196,2044960,6.5
799,1063454,982115,0.5
800,1063454,1616601,0.5
801,1063627,1055716,1.0
802,1063627,1811145,2.0
803,1064152,457215,0.5
804,1064152,1091055,1.0
805,1064445,1419226,2.0
806,1064445,1018857,0.5
807,1064710,1751135,0.25
808,1064710,1797958,0.5
809,1064710,1472365,0.25
810,1064710,262286,0.5
811,1064720,1463092,0.3333333333333333
812,1064720,49458,0.3333333333333333
813,1064720,319088,0.3333333333333333
814,1064926,316123,0.4
815,1064926,1429468,0.2
816,1064926,819840,0.2
817,1064926,347300,0.2
818,1064926,426633,1.0
819,1065324,1475528,0.6
820,1065324,160259,0.2
821,1065324,373129,1.0
822,1065324,23345,0.2
823,1065324,48523,0.2
824,1065434,555517,0.5
825,1065434,131729,0.5
826,1065669,1854852,0.125
827,1065669,1705141,0.125
828,1065669,632844,0.125
829,1065669,1303375,0.125
830,1065669,1459703,0.125
831,1065669,1467494,0.25
832,1065669,1716962,0.125
833,1065669,883097,0.125
834,106574,82363,1.5
835,106574,623723,0.5
836,1065794,1325176,0.5
837,1065794,917106,3.5
838,1065909,384944,0.3333333333333333
839,1065909,1659191,0.3333333333333333
840,1065909,27570,0.6666666666666666
841,1066021,2017848,0.3333333333333333
842,1066021,1510756,0.3333333333333333
843,1066021,662351,1.3333333333333333
844,1066046,1781295,0.25
845,1066046,546057,0.25
846,1066046,807514,1.25
847,1066046,250204,0.25
848,1066566,1206968,0.6666666666666666
849,1066566,1685297,1.6666666666666667
850,1066566,2036098,0.6666666666666666
851,1066966,1199724,0.3333333333333333
852,1066966,593814,0.3333333333333333
853,1066966,2044436,0.3333333333333333
854,1067067,459388,0.5
855,1067067,587642,0.5
856,1067116,1152649,0.5
857,1067116,231684,0.5
858,1067116,1027306,0.5
859,1067116,2022444,1.25
860,1067166,1421108,0.14285714285714285
861,1067166,868758,0.14285714285714285
862,1067166,127878,0.2857142857142857
863,1067166,1491564,0.14285714285714285
864,1067166,1926105,0.14285714285714285
865,1067166,771588,0.14285714285714285
866,1067166,1986273,0.42857142857142855
867,1067246,690026,0.5
868,1067246,1298667,0.5
869,10674,1289552,0.3333333333333333
870,10674,1020196,0.3333333333333333
871,10674,11999,1.0
872,1067507,1615302,0.5
873,1067507,63199,0.5
874,1067782,1498407,0.3333333333333333
875,1067782,325350,0.3333333333333333
876,1067782,647705,6.333333333333333
877,106830,294194,1.0
878,106830,187588,1.5
879,1068406,200536,0.5
880,1068406,1855498,1.5
881,1068457,1886337,1.3333333333333333
882,1068457,1960924,0.3333333333333333
883,1068457,104319,0.3333333333333333
884,1068717,1954670,0.3333333333333333
885,1068717,928066,0.3333333333333333
886,1068717,1154357,0.3333333333333333
887,1068869,1906714,0.2
888,1068869,139851,0.2
889,1068869,1748190,0.2
890,1068869,1972566,0.2
891,1068869,867174,0.2
892,1068911,844834,1.0
893,1068911,1424740,0.5
894,1069249,1717339,0.4
895,1069249,1597683,0.2
896,1069249,764071,1.0
897,1069249,1793969,0.6
898,1069249,1298667,2.8
899,1070119,561728,3.5
900,1070119,1343355,0.25
901,1070119,547131,3.25
902,1070119,1942026,0.25
903,1070176,439152,0.5
904,1070176,552671,0.5
905,1070417,1168525,0.3333333333333333
906,1070417,756361,0.6666666666666666
907,1070417,1796507,0.6666666666666666
908,1070943,1176519,0.5
909,1070943,845695,1.0
910,1071608,136568,0.125
911,1071608,944058,0.75
912,1071608,1769054,0.125
913,1071608,1527256,0.125
914,1071608,1689922,0.375
915,1071608,705416,0.25
916,1071608,1038875,0.125
917,1071608,1188773,0.5
918,1071669,1563251,1.0
919,1071669,1033905,0.5
920,1071730,1007774,1.5
921,1071730,304433,0.5
922,1071795,722365,0.5
923,1071795,569700,1.0
924,1072203,1135143,1.0
925,1072203,1962826,1.0
